12/01/2012,"Reference: AT123370005000010025023"," 38.31","ULTRAMAR","",
12/07/2012,"Reference: AT123420001000010025313"," -70.00","PAIEMENT RE U - MERCI","",
12/21/2012,"Reference: AT123560001000010003215"," -70.00","PAIEMENT RE U - MERCI","",
12/21/2012,"Reference: AT123570005000010021397"," 62.04","COSTCO WHOLESALE","",
12/21/2012,"Reference: AT123570005000010021402"," 31.96","COSTCO WHOLESALE","",
